YEAR,CITIES,POPULATION
2015,Burbank,"105,319"
2015,GreenBay,"105,207"
2015,SantaMaria,"105,093"
2015,WichitaFalls,"104,710"
2015,Lakeland,"104,401"
2015,Clovis,"104,180"
2015,Lewisville,"104,039"
2015,Tyler,"103,700"
2015,ElCajon,"103,679"
2015,SanMateo,"103,536"
2015,Rialto,"103,132"
2015,Davenport,"102,582"
2015,Hillsboro,"102,347"
2015,LasCruces,"101,643"
2015,SouthBend,"101,516"
2015,Vista,"100,890"
2015,Greeley,"100,883"
2015,Davie,"100,882"
2015,SanAngelo,"100,450"
2015,JurupaValley,"100,314"
2015,Renton,"100,242"
2015,Roanoke,"99,897"
2015,Kenosha,"99,858"
2015,Erie,"99,475"
2015,Albany,"98,469"
2015,Compton,"98,462"
2015,Tuscaloosa,"98,332"
2015,LeagueCity,"98,312"
2015,Flint,"98,310"
2015,Allen,"98,143"
2015,MissionViejo,"97,156"
2015,Vacaville,"96,803"
2015,Lawton,"96,655"
2015,Beaverton,"96,577"
2015,SouthGate,"96,401"
2015,Portsmouth,"96,201"
2015,Sparks,"96,094"
2015,Brockton,"95,314"
2015,FederalWay,"95,171"
2015,Dearborn,"95,171"
2015,Lee'sSummit,"95,094"
2015,NewBedford,"94,958"
2015,SpokaneValley,"94,919"
2015,Livonia,"94,635"
2015,Roswell,"94,501"
2015,Orem,"94,457"
2015,RioRancho,"94,171"
2015,Yuma,"94,139"
2015,Lawrence,"93,917"
2015,Yakima,"93,701"
2015,Quincy,"93,618"
2015,Sandy,"93,613"
2015,Hesperia,"93,295"
2015,Carson,"93,281"
2015,BocaRaton,"93,235"
2015,SantaMonica,"93,220"
2015,SanMarcos,"92,931"
2015,Sunrise,"92,700"
2015,Plantation,"92,560"
2015,Lynn,"92,457"
2015,MiamiBeach,"92,312"
2015,Westminster,"92,114"
2015,Longmont,"92,088"
2015,SantaBarbara,"91,842"
2015,Redding,"91,582"
2015,Meridian,"90,739"
2015,SanLeandro,"90,712"
2015,Greenville,"90,597"
2015,Chico,"90,316"
2015,Edmond,"90,092"
2015,Nampa,"89,839"
2015,Newton,"88,817"
2015,FallRiver,"88,777"
2015,Carmel,"88,713"
2015,Fishers,"88,658"
2015,Asheville,"88,512"
2015,Norwalk,"88,485"
2015,Waukegan,"88,475"
2015,Deltona,"88,474"
2015,Hawthorne,"88,451"
2015,FortSmith,"88,194"
2015,Suffolk,"88,161"
2015,SugarLand,"88,156"
2015,Livermore,"88,126"
2015,Nashua,"87,970"
2015,Reading,"87,879"
2015,Concord,"87,696"
2015,Indio,"87,533"
2015,Whittier,"87,438"
2015,Kirkland,"87,281"
2015,Menifee,"87,174"
2015,NewportBeach,"87,127"
2015,Tracy,"87,075"
2015,CitrusHeights,"87,056"
2015,Bend,"87,014"
2015,Bloomington,"86,435"
2015,Clifton,"86,334"
2015,Duluth,"86,110"
2015,Champaign,"86,096"
2015,Chino,"85,595"
2015,Alhambra,"85,551"
2015,Ogden,"85,444"
2015,RedwoodCity,"85,288"
2015,Bellingham,"85,146"
2015,O'Fallon,"85,040"
2015,Hoover,"84,848"
2015,Danbury,"84,657"
2015,Edinburg,"84,497"
2015,Trenton,"84,225"
2015,SantaFe,"84,099"
2015,Bloomington,"84,067"
2015,Cicero,"83,886"
2015,Hemet,"83,861"
2015,JohnsCreek,"83,335"
2015,Mission,"83,298"
2015,Troy,"83,280"
2015,BuenaPark,"83,270"
2015,PalmCoast,"82,893"
2015,Fayetteville,"82,830"
2015,SiouxCity,"82,821"
2015,LakeForest,"82,492"
2015,Merced,"82,436"
2015,Longview,"82,287"
2015,Bryan,"82,118"
2015,Westland,"82,000"
2015,Warwick,"81,699"
2015,Lakewood,"81,611"
2015,FarmingtonHills,"81,330"
2015,MountPleasant,"81,317"
2015,Cranston,"81,073"
2015,Largo,"81,000"
2015,Avondale,"80,684"
2015,Tustin,"80,583"
2015,MountainView,"80,435"
2015,Napa,"80,434"
2015,Somerville,"80,318"
2015,Lawrence,"80,231"
2015,St.George,"80,202"
2015,Melbourne,"80,127"
2015,Parma,"79,937"
2015,NewRochelle,"79,846"
2015,Lynchburg,"79,812"
2015,Medford,"79,805"
2015,DeerfieldBeach,"79,768"
2015,Pleasanton,"79,510"
2015,BrooklynPark,"79,149"
2015,Goodyear,"79,003"
2015,Kennewick,"78,896"
2015,Alameda,"78,630"
2015,Bellflower,"78,441"
2015,ChinoHills,"78,309"
2015,Bloomington,"78,292"
2015,Springdale,"77,859"
2015,Racine,"77,742"
2015,Hammond,"77,614"
2015,Milpitas,"77,604"
2015,Gary,"77,156"
2015,Scranton,"77,118"
2015,BaldwinPark,"77,071"
2015,Auburn,"77,006"
2015,St.Joseph,"76,596"
2015,Pharr,"76,538"
2015,Upland,"76,443"
2015,Folsom,"76,375"
2015,Baytown,"76,335"
2015,SanRamon,"76,134"
2015,Camden,"76,119"
2015,LakeCharles,"76,070"
2015,Kalamazoo,"76,041"
2015,ArlingtonHeights,"75,926"
2015,Plymouth,"75,907"
2015,Evanston,"75,527"
2015,Manteca,"75,448"
2015,Wyoming,"75,275"
2015,Loveland,"75,182"
2015,Perris,"74,971"
2015,Bethlehem,"74,892"
2015,Albany,"74,843"
2015,Schaumburg,"74,693"
2015,Gastonia,"74,543"
2015,UnionCity,"74,494"
2015,Bolingbrook,"74,306"
2015,IowaCity,"74,220"
2015,Layton,"74,143"
2015,Appleton,"74,139"
2015,MissouriCity,"74,139"
2015,FortMyers,"74,013"
2015,BoyntonBeach,"73,966"
2015,Jonesboro,"73,907"
2015,RapidCity,"73,569"
2015,WarnerRobins,"73,490"
2015,RochesterHills,"73,424"
2015,Decatur,"73,254"
2015,Southfield,"73,156"
2015,NewBritain,"72,808"
2015,Franklin,"72,639"
2015,Turlock,"72,292"
2015,Temple,"72,277"
2015,AppleValley,"72,174"
2015,Lynwood,"71,989"
2015,Waukesha,"71,970"
2015,Wilmington,"71,948"
2015,Canton,"71,885"
2015,Gulfport,"71,856"
2015,Pawtucket,"71,591"
2015,Lauderhill,"71,579"
2015,RockHill,"71,548"
2015,FlowerMound,"71,253"
2015,Bismarck,"71,167"
2015,Lafayette,"71,111"
2015,Passaic,"71,085"
2015,Redlands,"71,035"
2015,Missoula,"71,022"
2015,RanchoCordova,"71,017"
2015,NewBraunfels,"70,543"
2015,Flagstaff,"70,320"
2015,Muncie,"70,087"
2015,Weston,"69,959"
2015,Frederick,"69,479"
2015,Pasco,"69,451"
2015,Pittsburg,"69,424"
2015,Palatine,"69,308"
2015,NorthRichlandHills,"69,204"
2015,UnionCity,"69,156"
2015,Kissimmee,"69,152"
2015,WalnutCreek,"68,910"
2015,St.Charles,"68,796"
2015,MountVernon,"68,628"
2015,Conroe,"68,602"
2015,Dothan,"68,567"
2015,Waterloo,"68,460"
2015,MapleGrove,"68,385"
2015,RedondoBeach,"68,166"
2015,BossierCity,"68,094"
2015,YorbaLinda,"67,973"
2015,Woodbury,"67,855"
2015,EauClaire,"67,778"
2015,Davis,"67,666"
2015,Camarillo,"67,608"
2015,Victoria,"67,574"
2015,Gaithersburg,"67,456"
2015,Jacksonville,"67,357"
2015,SouthSanFrancisco,"67,271"
2015,St.Cloud,"67,109"
2015,Kenner,"67,091"
2015,Rockville,"66,980"
2015,Jackson,"66,975"
2015,YubaCity,"66,941"
2015,PaloAlto,"66,853"
2015,Marysville,"66,773"
2015,SouthJordan,"66,648"
2015,Oshkosh,"66,555"
2015,NorthLittleRock,"66,504"
2015,Homestead,"66,498"
2015,Bayonne,"66,311"
2015,Eagan,"66,286"
2015,DelrayBeach,"66,255"
2015,JohnsonCity,"66,027"
2015,CedarPark,"65,945"
2015,LagunaNiguel,"65,806"
2015,Harlingen,"65,774"
2015,SanClemente,"65,526"
2015,Schenectady,"65,305"
2015,Broomfield,"65,065"
2015,Ames,"65,060"
2015,Shawnee,"65,046"
2015,Conway,"64,980"
2015,EastOrange,"64,949"
2015,Skokie,"64,821"
2015,DaytonaBeach,"64,736"
2015,Tamarac,"64,681"
2015,Youngstown,"64,628"
2015,Lodi,"64,596"
2015,Greenville,"64,579"
2015,Mansfield,"64,274"
2015,SantaCruz,"64,220"
2015,PicoRivera,"64,218"
2015,Madera,"64,208"
2015,Janesville,"64,123"
2015,WestDesMoines,"64,113"
2015,Montebello,"63,921"
2015,Georgetown,"63,716"
2015,Alpharetta,"63,693"
2015,Lorain,"63,647"
2015,BowlingGreen,"63,616"
2015,EdenPrairie,"63,496"
2015,Waltham,"63,378"
2015,Cheyenne,"63,335"
2015,Rogers,"63,159"
2015,Encinitas,"62,930"
2015,Haverhill,"62,765"
2015,Jupiter,"62,707"
2015,CouncilBluffs,"62,597"
2015,Wellington,"62,560"
2015,NorthMiami,"62,435"
2015,Hamilton,"62,407"
2015,NorthPort,"62,345"
2015,Tulare,"62,315"
2015,CoonRapids,"62,240"
2015,Buckeye,"62,138"
2015,LaHabra,"62,131"
2015,Blaine,"62,124"
2015,Auburn,"62,059"
2015,LakeElsinore,"61,981"
2015,Taylor,"61,568"
2015,Burnsville,"61,481"
2015,MontereyPark,"61,468"
2015,Rocklin,"61,213"
2015,Utica,"61,100"
2015,Malden,"61,068"
2015,NationalCity,"61,060"
2015,Springfield,"60,870"
2015,TerreHaute,"60,825"
2015,Vineland,"60,818"
2015,SanMarcos,"60,684"
2015,Lakeville,"60,633"
2015,WestAllis,"60,620"
2015,Redmond,"60,598"
2015,Cupertino,"60,572"
2015,Taylorsville,"60,514"
2015,Bristol,"60,452"
2015,Moore,"60,451"
2015,Gardena,"60,447"
2015,Petaluma,"60,438"
2015,GrandJunction,"60,358"
2015,Casper,"60,285"
2015,Rowlett,"60,236"
2015,LaMesa,"60,089"
2015,Meriden,"59,988"
2015,Pontiac,"59,917"
2015,St.ClairShores,"59,903"
2015,PortOrange,"59,866"
2015,Lakewood,"59,829"
2015,Springfield,"59,680"
2015,GreatFalls,"59,638"
2015,ChapelHill,"59,568"
2015,HuntingtonPark,"59,430"
2015,Lancaster,"59,339"
2015,CoconutCreek,"59,302"
2015,IdahoFalls,"59,184"
2015,SanRafael,"59,162"
2015,Noblesville,"59,093"
2015,Marietta,"59,067"
2015,Owensboro,"59,042"
2015,Eastvale,"59,039"
2015,RoyalOak,"59,008"
2015,Brentwood,"58,968"
2015,Dubuque,"58,799"
2015,Novi,"58,723"
2015,DesPlaines,"58,677"
2015,OrlandPark,"58,619"
2015,Bartlett,"58,579"
2015,Woodland,"58,567"
2015,Lehi,"58,486"
2015,WhitePlains,"58,459"
2015,Arcadia,"58,408"
2015,Ocala,"58,218"
2015,Sanford,"58,111"
2015,Bowie,"58,025"
2015,Kokomo,"57,995"
2015,Santee,"57,787"
2015,Dublin,"57,721"
2015,Medford,"57,403"
2015,MidwestCity,"57,249"
2015,Margate,"57,234"
2015,TinleyPark,"57,143"
2015,Pflugerville,"57,122"
2015,NewBrunswick,"57,035"
2015,GrandForks,"57,011"
2015,FountainValley,"56,987"
2015,St.Peters,"56,971"
2015,DiamondBar,"56,897"
2015,Taunton,"56,789"
2015,OakLawn,"56,781"
2015,Ankeny,"56,764"
2015,Chicopee,"56,741"
2015,Berwyn,"56,368"
2015,Manhattan,"56,308"
2015,Smyrna,"56,146"
2015,DearbornHeights,"56,145"
2015,Porterville,"56,058"
2015,Doral,"56,035"
2015,Hendersonville,"56,018"
2015,WeymouthTown,"55,957"
2015,RockyMount,"55,806"
2015,Corvallis,"55,780"
2015,Valdosta,"55,724"
2015,Hanford,"55,659"
2015,CastleRock,"55,591"
2015,Greenwood,"55,586"
2015,Hempstead,"55,547"
2015,Novato,"55,530"
2015,Kettering,"55,525"
2015,Bellevue,"55,510"
2015,Shoreline,"55,439"
2015,Decatur,"55,437"
2015,Paramount,"55,412"
2015,PortArthur,"55,340"
2015,Anderson,"55,305"
2015,Sarasota,"55,118"
2015,WestHaven,"54,927"
2015,Rosemead,"54,908"
2015,Highland,"54,854"
2015,MountProspect,"54,747"
2015,Colton,"54,621"
2015,CarsonCity,"54,521"
2015,Pocatello,"54,441"
2015,Bradenton,"54,437"
2015,Normal,"54,373"
2015,Richland,"54,248"
2015,Euless,"54,219"
2015,BlueSprings,"54,148"
2015,CathedralCity,"53,826"
2015,Elyria,"53,775"
2015,Wheaton,"53,715"
2015,CommerceCity,"53,696"
2015,Hoboken,"53,635"
2015,Watsonville,"53,628"
2015,LakeHavasuCity,"53,553"
2015,Revere,"53,422"
2015,WestNewYork,"53,366"
2015,Yucaipa,"53,328"
2015,Gilroy,"53,231"
2015,Pensacola,"53,193"
2015,Kingsport,"53,014"
2015,PalmBeachGardens,"52,923"
2015,Delano,"52,733"
2015,WestSacramento,"52,721"
2015,Huntersville,"52,704"
2015,PerthAmboy,"52,682"
2015,Southaven,"52,589"
2015,Harrisonburg,"52,538"
2015,Peabody,"52,504"
2015,Placentia,"52,495"
2015,Lenexa,"52,490"
2015,DeSoto,"52,486"
2015,Burlington,"52,472"
2015,Elkhart,"52,348"
2015,LaCrosse,"52,306"
2015,OakPark,"52,287"
2015,Florissant,"52,268"
2015,Sammamish,"52,253"
2015,Albany,"52,175"
2015,HoffmanEstates,"52,138"
2015,Milford,"52,087"
2015,Glendora,"52,009"
2015,Brookhaven,"51,910"
2015,PalmDesert,"51,869"
2015,Joplin,"51,818"
2015,Enid,"51,776"
2015,BonitaSprings,"51,704"
2015,Caldwell,"51,686"
2015,Minnetonka,"51,669"
2015,PinellasPark,"51,617"
2015,BattleCreek,"51,589"
2015,CasaGrande,"51,460"
2015,GrandIsland,"51,440"
2015,Grapevine,"51,404"
2015,Kentwood,"51,357"
2015,Tigard,"51,253"
2015,AppleValley,"51,221"
2015,Plainfield,"51,217"
2015,Leesburg,"51,209"
2015,CoralGables,"51,117"
2015,Lakewood,"50,656"
2015,Burien,"50,467"
2015,Logan,"50,371"
2015,Olympia,"50,302"
2015,AlisoViejo,"50,195"
2015,Galveston,"50,180"
2015,Poway,"50,157"
2015,Edina,"50,138"
2015,Cerritos,"49,975"
2015,Troy,"49,906"
2015,Charleston,"49,736"
2015,DownersGrove,"49,732"
2015,Azusa,"49,690"
2015,Methuen,"49,660"
2015,Wilson,"49,643"
2015,Monroe,"49,598"
2015,Parker,"49,550"
2015,LaMirada,"49,520"
2015,Minot,"49,450"
2015,Saginaw,"49,347"
2015,Bedford,"49,337"
2015,RanchoSantaMargarita,"49,324"
2015,Cypress,"49,290"
2015,Murray,"49,250"
2015,CuyahogaFalls,"49,146"
2015,Coeurd'Alene,"49,122"
2015,Harrisburg,"49,081"
2015,Covina,"48,984"
2015,Stillwater,"48,967"
2015,NiagaraFalls,"48,916"
2015,Collierville,"48,863"
2015,Summerville,"48,848"
2015,Sheboygan,"48,797"
2015,Middletown,"48,760"
2015,Dunwoody,"48,733"
2015,Huntington,"48,638"
2015,Maricopa,"48,602"
2015,Roswell,"48,544"
2015,CedarHill,"48,507"
2015,EastLansing,"48,471"
2015,Apopka,"48,382"
2015,Mishawaka,"48,261"
2015,Portage,"48,177"
2015,St.LouisPark,"48,171"
2015,Newark,"47,986"
2015,Ceres,"47,963"
2015,Alexandria,"47,889"
2015,Chesterfield,"47,864"
2015,Salina,"47,813"
2015,Lawrence,"47,809"
2015,Euclid,"47,676"
2015,Roseville,"47,637"
2015,TexasCity,"47,618"
2015,Wauwatosa,"47,614"
2015,TwinFalls,"47,468"
2015,Glenview,"47,446"
2015,EastProvidence,"47,408"
2015,PalmSprings,"47,371"
2015,SanLuisObispo,"47,339"
2015,Madison,"46,962"
2015,Jeffersonville,"46,960"
2015,SanJacinto,"46,951"
2015,Mentor,"46,901"
2015,Mansfield,"46,830"
2015,Hattiesburg,"46,805"
2015,Draper,"46,774"
2015,Middletown,"46,756"
2015,Wylie,"46,708"
2015,Columbus,"46,690"
2015,Smyrna,"46,607"
2015,Charlottesville,"46,597"
2015,Lincoln,"46,474"
2015,Lacey,"46,409"
2015,Littleton,"46,368"
2015,Beavercreek,"46,277"
2015,Kannapolis,"46,144"
2015,Everett,"46,050"
2015,Binghamton,"46,032"
2015,Elmhurst,"45,957"
2015,Keller,"45,758"
2015,Biloxi,"45,637"
2015,Apex,"45,585"
2015,WestLafayette,"45,550"
2015,Titusville,"45,393"
2015,Altoona,"45,344"
2015,Newark,"45,336"
2015,St.Cloud,"45,298"
2015,Dublin,"45,098"
2015,ClevelandHeights,"44,962"
2015,Sayreville,"44,920"
2015,CutlerBay,"44,865"
2015,Hackensack,"44,834"
2015,PineBluff,"44,772"
2015,Strongsville,"44,668"
2015,Coachella,"44,635"
2015,Bentonville,"44,499"
2015,FortPierce,"44,484"
2015,Danville,"44,400"
2015,BarnstableTown,"44,331"
2015,OaklandPark,"44,319"
2015,Attleboro,"44,284"
2015,Blacksburg,"44,215"
2015,HaltomCity,"44,206"
2015,Lompoc,"44,164"
2015,Urbandale,"44,062"
2015,York,"43,992"
2015,NorthMiamiBeach,"43,971"
2015,ElCentro,"43,956"
2015,Beaumont,"43,811"
2015,Lombard,"43,797"
2015,Bountiful,"43,784"
2015,NorthLauderdale,"43,703"
2015,Burleson,"43,625"
2015,Ocoee,"43,608"
2015,OroValley,"43,565"
2015,Bozeman,"43,405"
2015,SierraVista,"43,355"
2015,Freeport,"43,334"
2015,Pittsfield,"43,303"
2015,DeKalb,"43,211"
2015,SanBruno,"43,185"
2015,JeffersonCity,"43,169"
2015,AltamonteSprings,"43,159"
2015,BellGardens,"43,106"
2015,MorganHill,"42,948"
2015,Bothell,"42,939"
2015,FondduLac,"42,933"
2015,Farmington,"42,871"
2015,Salem,"42,869"
2015,Fairfield,"42,767"
2015,RanchoPalosVerdes,"42,732"
2015,Moline,"42,681"
2015,Concord,"42,620"
2015,Rockwall,"42,566"
2015,Plainfield,"42,527"
2015,Burlington,"42,452"
2015,RohnertPark,"42,407"
2015,Urbana,"42,311"
2015,Midland,"42,200"
2015,PrescottValley,"42,197"
2015,StateCollege,"42,161"
2015,Kearny,"42,137"
2015,Danville,"42,082"
2015,Belleville,"42,034"
2015,Linden,"42,021"
2015,Moorhead,"42,005"
2015,Brea,"41,944"
2015,Riverton,"41,900"
2015,Prescott,"41,899"
2015,TheColony,"41,779"
2015,Manassas,"41,764"
2015,Brentwood,"41,763"
2015,Westfield,"41,690"
2015,Hutchinson,"41,569"
2015,Leominster,"41,569"
2015,Bartlett,"41,545"
2015,BuffaloGrove,"41,503"
2015,Woonsocket,"41,475"
2015,Edmonds,"41,375"
2015,Marana,"41,315"
2015,Shelton,"41,296"
2015,CedarFalls,"41,255"
2015,Beverly,"41,186"
2015,Coppell,"41,159"
2015,Findlay,"41,149"
2015,Campbell,"41,117"
2015,Mankato,"41,044"
2015,Covington,"40,997"
2015,PeachtreeCorners,"40,978"
2015,OrmondBeach,"40,970"
2015,Huntsville,"40,938"
2015,Sumter,"40,816"
2015,Wilkes-Barre,"40,780"
2015,Quincy,"40,780"
2015,LaPuente,"40,745"
2015,Holyoke,"40,684"
2015,Sherman,"40,667"
2015,GooseCreek,"40,633"
2015,Maplewood,"40,567"
2015,Streamwood,"40,554"
2015,Fitchburg,"40,545"
2015,HiltonHeadIsland,"40,512"
2015,LaQuinta,"40,476"
2015,CrystalLake,"40,448"
2015,Hagerstown,"40,432"
2015,SanGabriel,"40,424"
2015,Hickory,"40,374"
2015,WinterGarden,"40,356"
2015,CarolStream,"40,356"
2015,Warren,"40,245"
2015,Calexico,"40,053"
2015,Florence,"40,026"
2015,Shakopee,"39,981"
2015,Norwich,"39,899"
2015,Duncanville,"39,826"
2015,NewBerlin,"39,825"
2015,Marlborough,"39,818"
2015,Oakley,"39,813"
2015,Lancaster,"39,766"
2015,Romeoville,"39,719"
2015,CulverCity,"39,717"
2015,Greenacres,"39,676"
2015,Meridian,"39,661"
2015,Puyallup,"39,659"
2015,Woburn,"39,555"
2015,Bremerton,"39,520"
2015,HallandaleBeach,"39,488"
2015,Clovis,"39,480"
2015,Annapolis,"39,474"
2015,Weslaco,"39,474"
2015,CapeGirardeau,"39,462"
2015,BullheadCity,"39,445"
2015,Chelsea,"39,398"
2015,GroveCity,"39,388"
2015,AtlanticCity,"39,260"
2015,Pacifica,"39,260"
2015,Germantown,"39,240"
2015,Northglenn,"39,197"
2015,Wausau,"39,094"
2015,Hurst,"39,016"
2015,Stanton,"38,872"
2015,Lancaster,"38,801"
2015,Friendswood,"38,800"
2015,Gainesville,"38,712"
2015,Montclair,"38,690"
2015,RockIsland,"38,620"
2015,Oviedo,"38,551"
2015,Carpentersville,"38,512"
2015,LakeOswego,"38,496"
2015,Muskogee,"38,456"
2015,Hobbs,"38,416"
2015,Muskegon,"38,401"
2015,Westerville,"38,384"
2015,LittleElm,"38,341"
2015,HanoverPark,"38,333"
2015,PanamaCity,"38,286"
2015,Florence,"38,228"
2015,WakeForest,"38,199"
2015,HuberHeights,"38,176"
2015,Martinez,"38,137"
2015,Wheeling,"38,079"
2015,ApacheJunction,"38,074"
2015,PleasantGrove,"38,052"
2015,Brookfield,"38,025"
2015,Delaware,"37,995"
2015,Roy,"37,964"
2015,ValleyStream,"37,962"
2015,Schertz,"37,938"
2015,SpanishFork,"37,935"
2015,Keizer,"37,895"
2015,Leander,"37,889"
2015,Lima,"37,873"
2015,Spartanburg,"37,867"
2016,NYK,"8,537,673"
2016,LAL,"3,976,322"
2016,CHI,"2,704,958"
2016,HOU,"2,303,482"
2016,PHO,"1,615,017"
2016,PHI,"1,567,872"
2016,SAS,"1,492,510"
2016,SanDiego,"1,406,630"
2016,DAL,"1,317,929"
2016,SanJose,"1,025,350"
2016,Austin,"947,890"
2016,Jacksonville,"880,619"
2016,GSW,"870,887"
2016,Columbus,"860,090"
2016,IND,"855,164"
2016,FortWorth,"854,113"
2016,CHO,"842,051"
2016,Seattle,"704,352"
2016,DEN,"693,060"
2016,ElPaso,"683,080"
2016,WAS,"681,170"
2016,BOS,"673,184"
2016,DET,"672,795"
2016,Nashville-Davidson,"660,388"
2016,MEM,"652,717"
2016,POR,"639,863"
2016,OKC,"638,367"
2016,LasVegas,"632,912"
2016,Louisville/JeffersonCounty,"616,261"
2016,Baltimore,"614,664"
2016,MIL,"595,047"
2016,Albuquerque,"559,277"
2016,Tucson,"530,706"
2016,Fresno,"522,053"
2016,SAC,"495,234"
2016,Mesa,"484,587"
2016,KansasCity,"481,420"
2016,ATL,"472,522"
2016,LongBeach,"470,130"
2016,ColoradoSprings,"465,101"
2016,Raleigh,"458,880"
2016,MIA,"453,579"
2016,VirginiaBeach,"452,602"
2016,Omaha,"446,970"
2016,Oakland,"420,005"
2016,MIN,"413,651"
2016,Tulsa,"403,090"
2016,Arlington,"392,772"
2016,NOP,"391,495"
2016,Wichita,"389,902"
2016,CLE,"385,809"
2016,Tampa,"377,165"
2016,Bakersfield,"376,380"
2016,Aurora,"361,710"
2016,Honolulu,"351,792"
2016,Anaheim,"351,043"
2016,SantaAna,"334,217"
2016,CorpusChristi,"325,733"
2016,Riverside,"324,722"
2016,Lexington-Fayette,"318,449"
2016,St.Louis,"311,404"
2016,Stockton,"307,072"
2016,Pittsburgh,"303,625"
2016,St.Paul,"302,398"
2016,Cincinnati,"298,800"
2016,Anchorage,"298,192"
2016,Henderson,"292,969"
2016,Greensboro,"287,027"
2016,Plano,"286,057"
2016,Newark,"281,764"
2016,Lincoln,"280,364"
2016,Toledo,"278,508"
2016,ORL,"277,173"
2016,ChulaVista,"267,172"
2016,Irvine,"266,122"
2016,FortWayne,"264,488"
2016,JerseyCity,"264,152"
2016,Durham,"263,016"
2016,St.Petersburg,"260,999"
2016,Laredo,"257,156"
2016,Buffalo,"256,902"
2016,Madison,"252,551"
2016,Lubbock,"252,506"
2016,Chandler,"247,477"
2016,Scottsdale,"246,645"
2016,Glendale,"245,895"
2016,Reno,"245,255"
2016,Norfolk,"245,115"
2016,Winston-Salem,"242,203"
2016,NorthLasVegas,"238,702"
2016,Irving,"238,289"
2016,Chesapeake,"237,940"
2016,Gilbert,"237,133"
2016,Hialeah,"236,387"
2016,Garland,"234,943"
2016,Fremont,"233,136"
2016,BatonRouge,"227,715"
2016,Richmond,"223,170"
2016,BoiseCity,"223,154"
2016,SanBernardino,"216,239"
2016,Spokane,"215,973"
2016,DesMoines,"215,472"
2016,Modesto,"212,175"
2016,Birmingham,"212,157"
2016,Tacoma,"211,277"
2016,Fontana,"209,665"
2016,Rochester,"208,880"
2016,Oxnard,"207,906"
2016,MorenoValley,"205,499"
2016,Fayetteville,"204,759"
2016,Aurora,"201,110"
2016,Glendale,"200,831"
2016,Yonkers,"200,807"
2016,HuntingtonBeach,"200,652"
2016,Montgomery,"200,022"
2016,Amarillo,"199,582"
2016,LittleRock,"198,541"
2016,Akron,"197,633"
2016,Columbus,"197,485"
2016,Augusta-RichmondCounty,"197,081"
2016,GrandRapids,"196,445"
2016,Shreveport,"194,920"
2016,UTA,"193,744"
2016,Huntsville,"193,079"
2016,Mobile,"192,904"
2016,Tallahassee,"190,894"
2016,GrandPrairie,"190,682"
2016,OverlandPark,"188,966"
2016,Knoxville,"186,239"
2016,PortSt.Lucie,"185,132"
2016,Worcester,"184,508"
2016,Brownsville,"183,823"
2016,Tempe,"182,498"
2016,SantaClarita,"181,972"
2016,NewportNews,"181,825"
2016,CapeCoral,"179,804"
2016,Providence,"179,219"
2016,FortLauderdale,"178,752"
2016,Chattanooga,"177,571"
2016,RanchoCucamonga,"176,534"
2016,Oceanside,"175,464"
2016,SantaRosa,"175,155"
2016,GardenGrove,"174,858"
2016,Vancouver,"174,826"
2016,SiouxFalls,"174,360"
2016,Ontario,"173,212"
2016,McKinney,"172,298"
2016,ElkGrove,"169,743"
2016,Jackson,"169,148"
2016,PembrokePines,"168,587"
2016,Salem,"167,419"
2016,Springfield,"167,319"
2016,Corona,"166,785"
2016,Eugene,"166,575"
2016,FortCollins,"164,207"
2016,Peoria,"164,173"
2016,Frisco,"163,656"
2016,Cary,"162,320"
2016,Lancaster,"160,106"
2016,Hayward,"158,937"
2016,Palmdale,"157,356"
2016,Salinas,"157,218"
2016,Alexandria,"155,810"
2016,Lakewood,"154,393"
2016,Springfield,"154,074"
2016,Pasadena,"153,351"
2016,Sunnyvale,"152,771"
2016,Macon-BibbCounty,"152,555"
2016,Pomona,"152,494"
2016,Hollywood,"151,998"
2016,KansasCity,"151,709"
2016,Escondido,"151,613"
2016,Clarksville,"150,287"
2016,Joliet,"148,262"
2016,Rockford,"147,651"
2016,Torrance,"147,195"
2016,Naperville,"147,122"
2016,Paterson,"147,000"
2016,Savannah,"146,763"
2016,Bridgeport,"145,936"
2016,Mesquite,"143,736"
2016,Killeen,"143,400"
2016,Syracuse,"143,378"
2016,McAllen,"142,212"
2016,Pasadena,"142,059"
2016,Bellevue,"141,400"
2016,Fullerton,"140,721"
2016,Orange,"140,504"
2016,Dayton,"140,489"
2016,Miramar,"138,449"
2016,Thornton,"136,703"
2016,WestValleyCity,"136,574"
2016,Olathe,"135,473"
2016,Hampton,"135,410"
2016,Warren,"135,125"
2016,Midland,"134,610"
2016,Waco,"134,432"
2016,Charleston,"134,385"
2016,Columbia,"134,309"
2016,Denton,"133,808"
2016,Carrollton,"133,351"
2016,Surprise,"132,677"
2016,Roseville,"132,671"
2016,SterlingHeights,"132,427"
2016,Murfreesboro,"131,947"
2016,Gainesville,"131,591"
2016,CedarRapids,"131,127"
2016,Visalia,"131,074"
2016,CoralSprings,"130,059"
2016,NewHaven,"129,934"
2016,Stamford,"129,113"
2016,ThousandOaks,"128,888"
2016,Concord,"128,726"
2016,Elizabeth,"128,640"
2016,Lafayette,"127,626"
2016,Kent,"127,514"
2016,Topeka,"126,808"
2016,SimiValley,"126,327"
2016,SantaClara,"125,948"
2016,Athens-ClarkeCounty,"123,371"
2016,Hartford,"123,243"
2016,Victorville,"122,265"
